discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,country_code,country_3_letter_code
Biathlon,albertville-1992,3x75km relay women,Women,SILVER,GameTeam,,Germany,DE,GER
Biathlon,albertville-1992,3x75km relay women,Women,BRONZE,GameTeam,,Unified Team,,EUN
Biathlon,albertville-1992,4x75km relay men,Men,GOLD,GameTeam,,Germany,DE,GER
Biathlon,albertville-1992,4x75km relay men,Men,SILVER,GameTeam,,Unified Team,,EUN
Biathlon,albertville-1992,4x75km relay men,Men,BRONZE,GameTeam,,Sweden,SE,SWE
Ice Hockey,albertville-1992,ice hockey men,Men,GOLD,GameTeam,,Unified Team,,EUN
Ice Hockey,albertville-1992,ice hockey men,Men,SILVER,GameTeam,,Canada,CA,CAN
Ice Hockey,albertville-1992,ice hockey men,Men,BRONZE,GameTeam,,Czechoslovakia,CSHH,TCH
Ski Jumping,albertville-1992,Teams men,Men,GOLD,GameTeam,,Finland,FI,FIN
Ski Jumping,albertville-1992,Teams men,Men,SILVER,GameTeam,,Austria,AT,AUT
Ski Jumping,albertville-1992,Teams men,Men,BRONZE,GameTeam,,Czechoslovakia,CSHH,TCH
Ski Jumping,albertville-1992,Large Hill Individual men,Men,GOLD,Athlete,Toni NIEMINEN,Finland,FI,FIN
Ski Jumping,albertville-1992,Large Hill Individual men,Men,SILVER,Athlete,Martin HOELLWARTH,Austria,AT,AUT
Ski Jumping,albertville-1992,Large Hill Individual men,Men,BRONZE,Athlete,Heinz KUTTIN,Austria,AT,AUT
Ski Jumping,albertville-1992,Normal Hill Individual men,Men,GOLD,Athlete,Ernst VETTORI,Austria,AT,AUT
Ski Jumping,albertville-1992,Normal Hill Individual men,Men,SILVER,Athlete,Martin HOELLWARTH,Austria,AT,AUT
Ski Jumping,albertville-1992,Normal Hill Individual men,Men,BRONZE,Athlete,Toni NIEMINEN,Finland,FI,FIN
Synchronized Swimming,seoul-1988,Duet Women,Women,GOLD,GameTeam,Michelle CAMERON,Canada,CA,CAN
Synchronized Swimming,seoul-1988,Duet Women,Women,GOLD,GameTeam,Carolyn WALDO,Canada,CA,CAN
Synchronized Swimming,seoul-1988,Duet Women,Women,SILVER,GameTeam,Sarah JOSEPHSON,United States of America,US,USA
Synchronized Swimming,seoul-1988,Duet Women,Women,SILVER,GameTeam,Karen JOSEPHSON,United States of America,US,USA
Synchronized Swimming,seoul-1988,Duet Women,Women,BRONZE,GameTeam,Miyako TANAKA,Japan,JP,JPN
Synchronized Swimming,seoul-1988,Duet Women,Women,BRONZE,GameTeam,Mikako KOTANI,Japan,JP,JPN
Synchronized Swimming,seoul-1988,solo women,Women,GOLD,Athlete,Carolyn WALDO,Canada,CA,CAN
Synchronized Swimming,seoul-1988,solo women,Women,SILVER,Athlete,Tracie Lehuanani RUIZ-CONFORTO,United States of America,US,USA
Synchronized Swimming,seoul-1988,solo women,Women,BRONZE,Athlete,Mikako KOTANI,Japan,JP,JPN
Hockey,seoul-1988,hockey women,Women,GOLD,GameTeam,,Australia,AU,AUS
Hockey,seoul-1988,hockey women,Women,SILVER,GameTeam,,Republic of Korea,KR,KOR
Hockey,seoul-1988,hockey women,Women,BRONZE,GameTeam,,Netherlands,NL,NED
Hockey,seoul-1988,hockey men,Men,GOLD,GameTeam,,Great Britain,GB,GBR
Hockey,seoul-1988,hockey men,Men,SILVER,GameTeam,,Federal Republic of Germany,DE,FRG
Hockey,seoul-1988,hockey men,Men,BRONZE,GameTeam,,Netherlands,NL,NED
Athletics,seoul-1988,javelin throw men,Men,GOLD,Athlete,Tapio KORJUS,Finland,FI,FIN
Athletics,seoul-1988,javelin throw men,Men,SILVER,Athlete,Jan ŽELEZNÝ,Czechoslovakia,CSHH,TCH
Athletics,seoul-1988,javelin throw men,Men,BRONZE,Athlete,Seppo Henrik RATY,Finland,FI,FIN
Athletics,seoul-1988,1500m women,Women,GOLD,Athlete,Paula IVAN,Romania,RO,ROU
Athletics,seoul-1988,1500m women,Women,SILVER,Athlete,Lailute BAIKAUSKAITE,Soviet Union,,URS
Athletics,seoul-1988,1500m women,Women,BRONZE,Athlete,Tetiana Samolenko-Dorovskykh,Soviet Union,,URS
Athletics,seoul-1988,heptathlon women,Women,GOLD,Athlete,Jackie JOYNER-KERSEE,United States of America,US,USA
Athletics,seoul-1988,heptathlon women,Women,SILVER,Athlete,Sabine JOHN,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,heptathlon women,Women,BRONZE,Athlete,Anke BEHMER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,high jump women,Women,GOLD,Athlete,Dorothy Louise RITTER,United States of America,US,USA
Athletics,seoul-1988,high jump women,Women,SILVER,Athlete,Stefka KOSTADINOVA,Bulgaria,BG,BUL
Athletics,seoul-1988,high jump women,Women,BRONZE,Athlete,Tamara BYKOVA,Soviet Union,,URS
Athletics,seoul-1988,800m women,Women,GOLD,Athlete,Sigrun GRAU,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,800m women,Women,SILVER,Athlete,Christine WACHTEL,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,800m women,Women,BRONZE,Athlete,Kimberley Ann GALLAGHER,United States of America,US,USA
Athletics,seoul-1988,400m men,Men,GOLD,Athlete,Steve LEWIS,United States of America,US,USA
Athletics,seoul-1988,400m men,Men,SILVER,Athlete,Harry Butch . REYNOLDS,United States of America,US,USA
Athletics,seoul-1988,400m men,Men,BRONZE,Athlete,Daniel EVERETT,United States of America,US,USA
Athletics,seoul-1988,long jump men,Men,GOLD,Athlete,Carl LEWIS,United States of America,US,USA
Athletics,seoul-1988,long jump men,Men,SILVER,Athlete,Michael Anthony POWELL,United States of America,US,USA
Athletics,seoul-1988,long jump men,Men,BRONZE,Athlete,Lawrence Ellwyne MYRICKS,United States of America,US,USA
Athletics,seoul-1988,400m hurdles men,Men,GOLD,Athlete,Andre Lamar PHILLIPS,United States of America,US,USA
Athletics,seoul-1988,400m hurdles men,Men,SILVER,Athlete,El Hadji Amadou DIA BA,Senegal,SN,SEN
Athletics,seoul-1988,400m hurdles men,Men,BRONZE,Athlete,Edwin MOSES,United States of America,US,USA
Athletics,seoul-1988,800m men,Men,GOLD,Athlete,Paul ERENG,Kenya,KE,KEN
Athletics,seoul-1988,800m men,Men,SILVER,Athlete,Joaquim CRUZ,Brazil,BR,BRA
Athletics,seoul-1988,800m men,Men,BRONZE,Athlete,Said AOUITA,Morocco,MA,MAR
Athletics,seoul-1988,200m women,Women,GOLD,Athlete,Florence GRIFFITH-JOYNER,United States of America,US,USA
Athletics,seoul-1988,200m women,Women,SILVER,Athlete,Grace JACKSON SMALL,Jamaica,JM,JAM
Athletics,seoul-1988,200m women,Women,BRONZE,Athlete,Heike DRECHSLER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,marathon men,Men,GOLD,Athlete,Gelindo BORDIN,Italy,IT,ITA
Athletics,seoul-1988,marathon men,Men,SILVER,Athlete,Douglas WAKIIHURI,Kenya,KE,KEN
Athletics,seoul-1988,marathon men,Men,BRONZE,Athlete,Hussein AHMED SALAH,Djibouti,DJ,DJI
Athletics,seoul-1988,100m men,Men,GOLD,Athlete,Carl LEWIS,United States of America,US,USA
Athletics,seoul-1988,100m men,Men,SILVER,Athlete,Linford CHRISTIE,Great Britain,GB,GBR
Athletics,seoul-1988,100m men,Men,BRONZE,Athlete,Calvin SMITH,United States of America,US,USA
Athletics,seoul-1988,pole vault men,Men,GOLD,Athlete,Sergii BUBKA,Soviet Union,,URS
Athletics,seoul-1988,pole vault men,Men,SILVER,Athlete,Rodion GATAULLIN,Soviet Union,,URS
Athletics,seoul-1988,pole vault men,Men,BRONZE,Athlete,Grigoriy YEGOROV,Soviet Union,,URS
Athletics,seoul-1988,4x400m relay women,Women,GOLD,GameTeam,,Soviet Union,,URS
Athletics,seoul-1988,4x400m relay women,Women,SILVER,GameTeam,,United States of America,US,USA
Athletics,seoul-1988,4x400m relay women,Women,BRONZE,GameTeam,,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,100m women,Women,GOLD,Athlete,Florence GRIFFITH-JOYNER,United States of America,US,USA
Athletics,seoul-1988,100m women,Women,SILVER,Athlete,Evelyn ASHFORD,United States of America,US,USA
Athletics,seoul-1988,100m women,Women,BRONZE,Athlete,Heike DRECHSLER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,50km walk men,Men,GOLD,Athlete,Vyacheslav IVANENKO,Soviet Union,,URS
Athletics,seoul-1988,50km walk men,Men,SILVER,Athlete,Ronald WEIGEL,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,50km walk men,Men,BRONZE,Athlete,Hartwig GAUDER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,decathlon men,Men,GOLD,Athlete,Christian SCHENK,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,decathlon men,Men,SILVER,Athlete,Torsten VOSS,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,decathlon men,Men,BRONZE,Athlete,David STEEN,Canada,CA,CAN
Athletics,seoul-1988,400m hurdles women,Women,GOLD,Athlete,Deborah FLINTOFF-KING,Australia,AU,AUS
Athletics,seoul-1988,400m hurdles women,Women,SILVER,Athlete,Tatiana LEDOVSKAYA,Soviet Union,,URS
Athletics,seoul-1988,400m hurdles women,Women,BRONZE,Athlete,Ellen FIEDLER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,shot put men,Men,GOLD,Athlete,Ulf TIMMERMANN,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,shot put men,Men,SILVER,Athlete,Eric Randolph BARNES,United States of America,US,USA
Athletics,seoul-1988,shot put men,Men,BRONZE,Athlete,Werner GÜNTHÖR,Switzerland,CH,SUI
Athletics,seoul-1988,400m women,Women,GOLD,Athlete,Olha Bryzhina,Soviet Union,,URS
Athletics,seoul-1988,400m women,Women,SILVER,Athlete,Petra MÜLLER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,400m women,Women,BRONZE,Athlete,Olga NAZAROVA,Soviet Union,,URS
Athletics,seoul-1988,4x100m relay men,Men,GOLD,GameTeam,,Soviet Union,,URS
Athletics,seoul-1988,4x100m relay men,Men,SILVER,GameTeam,,Great Britain,GB,GBR
Athletics,seoul-1988,4x100m relay men,Men,BRONZE,GameTeam,,France,FR,FRA
Athletics,seoul-1988,10000m men,Men,GOLD,Athlete,Moulay Brahim BOUTAYEB,Morocco,MA,MAR
Athletics,seoul-1988,10000m men,Men,SILVER,Athlete,Salvatore ANTIBO,Italy,IT,ITA
Athletics,seoul-1988,10000m men,Men,BRONZE,Athlete,Kipkemboi KIMELI,Kenya,KE,KEN
Athletics,seoul-1988,4x400m relay men,Men,GOLD,GameTeam,,United States of America,US,USA
Athletics,seoul-1988,4x400m relay men,Men,SILVER,GameTeam,,Jamaica,JM,JAM
Athletics,seoul-1988,4x400m relay men,Men,BRONZE,GameTeam,,Federal Republic of Germany,DE,FRG
Athletics,seoul-1988,20km walk men,Men,GOLD,Athlete,Jozef PRIBILINEC,Czechoslovakia,CSHH,TCH
Athletics,seoul-1988,20km walk men,Men,SILVER,Athlete,Ronald WEIGEL,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,20km walk men,Men,BRONZE,Athlete,Maurizio DAMILANO,Italy,IT,ITA
Athletics,seoul-1988,3000m steeplechase men,Men,GOLD,Athlete,Julius KARIUKI,Kenya,KE,KEN
Athletics,seoul-1988,3000m steeplechase men,Men,SILVER,Athlete,Peter KOECH,Kenya,KE,KEN
Athletics,seoul-1988,3000m steeplechase men,Men,BRONZE,Athlete,Mark Robert ROWLAND,Great Britain,GB,GBR
Athletics,seoul-1988,10000m women,Women,GOLD,Athlete,Olga BONDARENKO,Soviet Union,,URS
Athletics,seoul-1988,10000m women,Women,SILVER,Athlete,Liz McColgan,Great Britain,GB,GBR
Athletics,seoul-1988,10000m women,Women,BRONZE,Athlete,Olena Zhupiyeva-V'iazova,Soviet Union,,URS
Athletics,seoul-1988,5000m men,Men,GOLD,Athlete,John NGUGI,Kenya,KE,KEN
Athletics,seoul-1988,5000m men,Men,SILVER,Athlete,Dieter BAUMANN,Federal Republic of Germany,DE,FRG
Athletics,seoul-1988,5000m men,Men,BRONZE,Athlete,Hansjörg KUNZE,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,100m hurdles women,Women,GOLD,Athlete,Yordanka DONKOVA,Bulgaria,BG,BUL
Athletics,seoul-1988,100m hurdles women,Women,SILVER,Athlete,Gloria SIEBERT,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,100m hurdles women,Women,BRONZE,Athlete,Claudia ZACZKIEWICZ-REIDICK,Federal Republic of Germany,DE,FRG
Athletics,seoul-1988,hammer throw men,Men,GOLD,Athlete,Sergey Litvinov,Soviet Union,,URS
Athletics,seoul-1988,hammer throw men,Men,SILVER,Athlete,Yuriy Siedykh,Soviet Union,,URS
Athletics,seoul-1988,hammer throw men,Men,BRONZE,Athlete,Juri Augustovitch TAMM,Soviet Union,,URS
Athletics,seoul-1988,triple jump men,Men,GOLD,Athlete,Khristo Gantchev MARKOV,Bulgaria,BG,BUL
Athletics,seoul-1988,triple jump men,Men,SILVER,Athlete,Igor LAPSHIN,Soviet Union,,URS
Athletics,seoul-1988,triple jump men,Men,BRONZE,Athlete,Alexandre KOVALENKO,Soviet Union,,URS
Athletics,seoul-1988,high jump men,Men,GOLD,Athlete,Hennadiy Avdieienko,Soviet Union,,URS
Athletics,seoul-1988,high jump men,Men,SILVER,Athlete,Hollis CONWAY,United States of America,US,USA
Athletics,seoul-1988,high jump men,Men,BRONZE,Athlete,Patrick SJÖBERG,Sweden,SE,SWE
Athletics,seoul-1988,high jump men,Men,BRONZE,Athlete,Rudolf POVARNITSIN,Soviet Union,,URS
Athletics,seoul-1988,3000m women,Women,GOLD,Athlete,Tetiana Samolenko-Dorovskykh,Soviet Union,,URS
Athletics,seoul-1988,3000m women,Women,SILVER,Athlete,Paula IVAN,Romania,RO,ROU
Athletics,seoul-1988,3000m women,Women,BRONZE,Athlete,Yvonne MURRAY,Great Britain,GB,GBR
Athletics,seoul-1988,discus throw men,Men,GOLD,Athlete,Jürgen SCHULT,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,discus throw men,Men,SILVER,Athlete,Romas UBARTAS,Soviet Union,,URS
Athletics,seoul-1988,discus throw men,Men,BRONZE,Athlete,Rolf DANNEBERG,Federal Republic of Germany,DE,FRG
Athletics,seoul-1988,200m men,Men,GOLD,Athlete,Joseph Nathaniel Jr. DELOACH,United States of America,US,USA
Athletics,seoul-1988,200m men,Men,SILVER,Athlete,Carl LEWIS,United States of America,US,USA
Athletics,seoul-1988,200m men,Men,BRONZE,Athlete,Robson DA SILVA,Brazil,BR,BRA
Athletics,seoul-1988,1500m men,Men,GOLD,Athlete,Peter RONO,Kenya,KE,KEN
Athletics,seoul-1988,1500m men,Men,SILVER,Athlete,Peter ELLIOTT,Great Britain,GB,GBR
Athletics,seoul-1988,1500m men,Men,BRONZE,Athlete,Jens-Peter HEROLD,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,4x100m relay women,Women,GOLD,GameTeam,,United States of America,US,USA
Athletics,seoul-1988,4x100m relay women,Women,SILVER,GameTeam,,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,4x100m relay women,Women,BRONZE,GameTeam,,Soviet Union,,URS
Athletics,seoul-1988,shot put women,Women,GOLD,Athlete,Natalya LISOVSKAYA,Soviet Union,,URS
Athletics,seoul-1988,shot put women,Women,SILVER,Athlete,Kathrin NEIMKE,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,shot put women,Women,BRONZE,Athlete,Mei-Su LI,People's Republic of China,CN,CHN
Athletics,seoul-1988,110m hurdles men,Men,GOLD,Athlete,Roger KINGDOM,United States of America,US,USA
Athletics,seoul-1988,110m hurdles men,Men,SILVER,Athlete,Colin JACKSON,Great Britain,GB,GBR
Athletics,seoul-1988,110m hurdles men,Men,BRONZE,Athlete,Anthony Eugene CAMPBELL,United States of America,US,USA
Athletics,seoul-1988,long jump women,Women,GOLD,Athlete,Jackie JOYNER-KERSEE,United States of America,US,USA
Athletics,seoul-1988,long jump women,Women,SILVER,Athlete,Heike DRECHSLER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,long jump women,Women,BRONZE,Athlete,Galina CISTJAKOVA,Soviet Union,,URS
Athletics,seoul-1988,javelin throw women,Women,GOLD,Athlete,Petra FELKE-MEIER,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,javelin throw women,Women,SILVER,Athlete,Fatima WHITBREAD,Great Britain,GB,GBR
Athletics,seoul-1988,javelin throw women,Women,BRONZE,Athlete,Beate KOCH,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,marathon women,Women,GOLD,Athlete,Rosa MOTA,Portugal,PT,POR
Athletics,seoul-1988,marathon women,Women,SILVER,Athlete,Lisa MARTIN-ONDIEKI-O'DEA,Australia,AU,AUS
Athletics,seoul-1988,marathon women,Women,BRONZE,Athlete,Katrin DÖRRE,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,discus throw women,Women,GOLD,Athlete,Martina HELLMANN,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,discus throw women,Women,SILVER,Athlete,Diana GANSKY,German Democratic Republic (Germany),DDDE,GDR
Athletics,seoul-1988,discus throw women,Women,BRONZE,Athlete,Tzvetanka Pavlova KHRISTOVA,Bulgaria,BG,BUL
Gymnastics Artistic,seoul-1988,team competition women,Women,GOLD,GameTeam,,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,team competition women,Women,SILVER,GameTeam,,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,team competition women,Women,BRONZE,GameTeam,,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,horizontal bar men,Men,GOLD,Athlete,Vladimir ARTEMOV,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,horizontal bar men,Men,GOLD,Athlete,Valery Lyukin,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,horizontal bar men,Men,BRONZE,Athlete,Holger BEHRENDT,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,horizontal bar men,Men,BRONZE,Athlete,Marius Costel GHERMAN,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,uneven bars women,Women,GOLD,Athlete,Daniela SILIVAS,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,uneven bars women,Women,SILVER,Athlete,Dagmar KERSTEN,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,uneven bars women,Women,BRONZE,Athlete,Elena SHUSHUNOVA,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,pommel horse men,Men,GOLD,Athlete,Lubomir GERASKOV,Bulgaria,BG,BUL
Gymnastics Artistic,seoul-1988,pommel horse men,Men,GOLD,Athlete,Zsolt BORKAI,Hungary,HU,HUN
Gymnastics Artistic,seoul-1988,pommel horse men,Men,GOLD,Athlete,Dmitry Bilozerchev,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,floor exercises women,Women,GOLD,Athlete,Daniela SILIVAS,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,floor exercises women,Women,SILVER,Athlete,Svetlana BOGINSKAYA,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,floor exercises women,Women,BRONZE,Athlete,Diana DOUDEVA,Bulgaria,BG,BUL
Gymnastics Artistic,seoul-1988,balance beam women,Women,GOLD,Athlete,Daniela SILIVAS,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,balance beam women,Women,SILVER,Athlete,Elena SHUSHUNOVA,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,balance beam women,Women,BRONZE,Athlete,Phoebe Lan MILLS,United States of America,US,USA
Gymnastics Artistic,seoul-1988,balance beam women,Women,BRONZE,Athlete,Gabriela POTORAC,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,individual all-round men,Men,GOLD,Athlete,Vladimir ARTEMOV,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,individual all-round men,Men,SILVER,Athlete,Valery Lyukin,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,individual all-round men,Men,BRONZE,Athlete,Dmitry Bilozerchev,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,team competition men,Men,GOLD,GameTeam,,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,team competition men,Men,SILVER,GameTeam,,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,team competition men,Men,BRONZE,GameTeam,,Japan,JP,JPN
Gymnastics Artistic,seoul-1988,individual all-round women,Women,GOLD,Athlete,Elena SHUSHUNOVA,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,individual all-round women,Women,SILVER,Athlete,Daniela SILIVAS,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,individual all-round women,Women,BRONZE,Athlete,Svetlana BOGINSKAYA,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,rings men,Men,GOLD,Athlete,Holger BEHRENDT,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,rings men,Men,GOLD,Athlete,Dmitry Bilozerchev,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,rings men,Men,BRONZE,Athlete,Sven TIPPELT,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,vault women,Women,GOLD,Athlete,Svetlana BOGINSKAYA,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,vault women,Women,SILVER,Athlete,Gabriela POTORAC,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,vault women,Women,BRONZE,Athlete,Daniela SILIVAS,Romania,RO,ROU
Gymnastics Artistic,seoul-1988,vault men,Men,GOLD,Athlete,Yun LOU,People's Republic of China,CN,CHN
Gymnastics Artistic,seoul-1988,vault men,Men,SILVER,Athlete,Sylvio KROLL,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,vault men,Men,BRONZE,Athlete,Jong-Hoon PARK,Republic of Korea,KR,KOR
Gymnastics Artistic,seoul-1988,parallel bars men,Men,GOLD,Athlete,Vladimir ARTEMOV,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,parallel bars men,Men,SILVER,Athlete,Valery Lyukin,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,parallel bars men,Men,BRONZE,Athlete,Sven TIPPELT,German Democratic Republic (Germany),DDDE,GDR
Gymnastics Artistic,seoul-1988,floor exercises men,Men,GOLD,Athlete,Sergey Kharkov,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,floor exercises men,Men,SILVER,Athlete,Vladimir ARTEMOV,Soviet Union,,URS
Gymnastics Artistic,seoul-1988,floor exercises men,Men,BRONZE,Athlete,Yun LOU,People's Republic of China,CN,CHN
Gymnastics Artistic,seoul-1988,floor exercises men,Men,BRONZE,Athlete,Yukio IKETANI,Japan,JP,JPN
Fencing,seoul-1988,épée team men,Men,GOLD,GameTeam,,France,FR,FRA
Fencing,seoul-1988,épée team men,Men,SILVER,GameTeam,,Federal Republic of Germany,DE,FRG
Fencing,seoul-1988,épée team men,Men,BRONZE,GameTeam,,Soviet Union,,URS
Fencing,seoul-1988,foil individual men,Men,GOLD,Athlete,Stefano CERIONI,Italy,IT,ITA
Fencing,seoul-1988,foil individual men,Men,SILVER,Athlete,Udo WAGNER,German Democratic Republic (Germany),DDDE,GDR
Fencing,seoul-1988,foil individual men,Men,BRONZE,Athlete,Aleksander ROMANKOV,Soviet Union,,URS
Fencing,seoul-1988,foil team women,Women,GOLD,GameTeam,,Federal Republic of Germany,DE,FRG
Fencing,seoul-1988,foil team women,Women,SILVER,GameTeam,,Italy,IT,ITA
Fencing,seoul-1988,foil team women,Women,BRONZE,GameTeam,,Hungary,HU,HUN
Fencing,seoul-1988,foil team men,Men,GOLD,GameTeam,,Soviet Union,,URS
Fencing,seoul-1988,foil team men,Men,SILVER,GameTeam,,Federal Republic of Germany,DE,FRG
Fencing,seoul-1988,foil team men,Men,BRONZE,GameTeam,,Hungary,HU,HUN
Fencing,seoul-1988,épée individual men,Men,GOLD,Athlete,Arnd Rüdiger SCHMITT,Federal Republic of Germany,DE,FRG
Fencing,seoul-1988,épée individual men,Men,SILVER,Athlete,Philippe RIBOUD,France,FR,FRA
Fencing,seoul-1988,épée individual men,Men,BRONZE,Athlete,Andrey Shuvalov,Soviet Union,,URS
Fencing,seoul-1988,sabre team men,Men,GOLD,GameTeam,,Hungary,HU,HUN
Fencing,seoul-1988,sabre team men,Men,SILVER,GameTeam,,Soviet Union,,URS
Fencing,seoul-1988,sabre team men,Men,BRONZE,GameTeam,,Italy,IT,ITA
Fencing,seoul-1988,foil individual women,Women,GOLD,Athlete,Anja FICHTEL-MAURITZ,Federal Republic of Germany,DE,FRG
Fencing,seoul-1988,foil individual women,Women,SILVER,Athlete,Sabine Christiane BAU,Federal Republic of Germany,DE,FRG
Fencing,seoul-1988,foil individual women,Women,BRONZE,Athlete,Zita-Eva FUNKENHAUSER,Federal Republic of Germany,DE,FRG
Fencing,seoul-1988,sabre individual men,Men,GOLD,Athlete,Jean-François LAMOUR,France,FR,FRA
Fencing,seoul-1988,sabre individual men,Men,SILVER,Athlete,Janusz OLECH,Poland,PL,POL
Fencing,seoul-1988,sabre individual men,Men,BRONZE,Athlete,Giovanni SCALZO,Italy,IT,ITA
Canoe Sprint,seoul-1988,C2 500m canoe double men,Men,GOLD,GameTeam,Victor Reneischi,Soviet Union,,URS
Canoe Sprint,seoul-1988,C2 500m canoe double men,Men,GOLD,GameTeam,Nicolae JURAVSCHI,Soviet Union,,URS
Canoe Sprint,seoul-1988,C2 500m canoe double men,Men,SILVER,GameTeam,Marek DOPIERALA,Poland,PL,POL
Canoe Sprint,seoul-1988,C2 500m canoe double men,Men,SILVER,GameTeam,Marek LBIK,Poland,PL,POL
Canoe Sprint,seoul-1988,C2 500m canoe double men,Men,BRONZE,GameTeam,Philippe RENAUD,France,FR,FRA
Canoe Sprint,seoul-1988,C2 500m canoe double men,Men,BRONZE,GameTeam,Joel BETTIN,France,FR,FRA
Canoe Sprint,seoul-1988,K1 500m kayak single women,Women,GOLD,Athlete,Vania GESHEVA,Bulgaria,BG,BUL
Canoe Sprint,seoul-1988,K1 500m kayak single women,Women,SILVER,Athlete,Birgit FISCHER,German Democratic Republic (Germany),DDDE,GDR
Canoe Sprint,seoul-1988,K1 500m kayak single women,Women,BRONZE,Athlete,Izabella DYLEWSKA-SWIATOWIAK,Poland,PL,POL
Canoe Sprint,seoul-1988,C1 500m canoe single men,Men,GOLD,Athlete,Olaf HEUKRODT,German Democratic Republic (Germany),DDDE,GDR
Canoe Sprint,seoul-1988,C1 500m canoe single men,Men,SILVER,Athlete,Michal SLIWINSKI,Soviet Union,,URS
Canoe Sprint,seoul-1988,C1 500m canoe single men,Men,BRONZE,Athlete,Martin MARINOV,Bulgaria,BG,BUL
Canoe Sprint,seoul-1988,K2 1000m kayak double men,Men,GOLD,GameTeam,Gregory Mark BARTON,United States of America,US,USA
Canoe Sprint,seoul-1988,K2 1000m kayak double men,Men,GOLD,GameTeam,Norman Dean BELLINGHAM,United States of America,US,USA
Canoe Sprint,seoul-1988,K2 1000m kayak double men,Men,SILVER,GameTeam,Ian Gordon FERGUSON,New Zealand,NZ,NZL
Canoe Sprint,seoul-1988,K2 1000m kayak double men,Men,SILVER,GameTeam,Christopher Paul MAC DONALD,New Zealand,NZ,NZL
