discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_full_name,country_name,country_code,country_3_letter_code
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Stefania CONSTANTINI,Italy,IT,ITA
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Amos MOSANER,Italy,IT,ITA
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Kristin SKASLIEN,Norway,NO,NOR
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Magnus NEDREGOTTEN,Norway,NO,NOR
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Almida DE VAL,Sweden,SE,SWE
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Oskar ERIKSSON,Sweden,SE,SWE
Curling,beijing-2022,Women,Women,GOLD,GameTeam,,Great Britain,GB,GBR
Curling,beijing-2022,Women,Women,SILVER,GameTeam,,Japan,JP,JPN
Curling,beijing-2022,Women,Women,BRONZE,GameTeam,,Sweden,SE,SWE
Curling,beijing-2022,Men,Men,GOLD,GameTeam,,Sweden,SE,SWE
Curling,beijing-2022,Men,Men,SILVER,GameTeam,,Great Britain,GB,GBR
Curling,beijing-2022,Men,Men,BRONZE,GameTeam,,Canada,CA,CAN
Freestyle Skiing,beijing-2022,Men's Moguls,Men,SILVER,Athlete,Mikael KINGSBURY,Canada,CA,CAN
Freestyle Skiing,beijing-2022,Men's Moguls,Men,GOLD,Athlete,Walter WALLBERG,Sweden,SE,SWE
Freestyle Skiing,beijing-2022,Men's Moguls,Men,BRONZE,Athlete,Ikuma HORISHIMA,Japan,JP,JPN
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,GOLD,Athlete,Nico PORTEOUS,New Zealand,NZ,NZL
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,SILVER,Athlete,David WISE,United States of America,US,USA
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,BRONZE,Athlete,Alex FERREIRA,United States of America,US,USA
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,BRONZE,Athlete,Henrik HARLAUT,Sweden,SE,SWE
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,GOLD,Athlete,Birk RUUD,Norway,NO,NOR
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,SILVER,Athlete,Colby STEVENSON,United States of America,US,USA
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,BRONZE,Athlete,Sergey RIDZIK,ROC,ROC,ROC
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,SILVER,Athlete,Alex FIVA,Switzerland,CH,SUI
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,GOLD,Athlete,Ryan REGEZ,Switzerland,CH,SUI
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,BRONZE,Athlete,Mathilde GREMAUD,Switzerland,CH,SUI
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,GOLD,Athlete,Ailing Eileen GU,People's Republic of China,CN,CHN
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,SILVER,Athlete,Tess LEDEUX,France,FR,FRA
Freestyle Skiing,beijing-2022,Women's Moguls,Women,SILVER,Athlete,Jaelin KAUF,United States of America,US,USA
Freestyle Skiing,beijing-2022,Women's Moguls,Women,GOLD,Athlete,Jakara ANTHONY,Australia,AU,AUS
Freestyle Skiing,beijing-2022,Women's Moguls,Women,BRONZE,Athlete,Anastasiia SMIRNOVA,ROC,ROC,ROC
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,GOLD,GameTeam,,United States of America,US,USA
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,SILVER,GameTeam,,People's Republic of China,CN,CHN
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,BRONZE,GameTeam,,Canada,CA,CAN
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,SILVER,Athlete,Marielle THOMPSON,Canada,CA,CAN
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,GOLD,Athlete,Sandra NAESLUND,Sweden,SE,SWE
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,BRONZE,Athlete,Daniela MAIER,Germany,DE,GER
Freestyle Skiing,beijing-2022,Men's Aerials,Men,BRONZE,Athlete,Ilia BUROV,ROC,ROC,ROC
Freestyle Skiing,beijing-2022,Men's Aerials,Men,GOLD,Athlete,Guangpu QI,People's Republic of China,CN,CHN
Freestyle Skiing,beijing-2022,Men's Aerials,Men,SILVER,Athlete,Oleksandr ABRAMENKO,Ukraine,UA,UKR
Freestyle Skiing,beijing-2022,Women's Aerials,Women,SILVER,Athlete,Hanna HUSKOVA,Belarus,BY,BLR
Freestyle Skiing,beijing-2022,Women's Aerials,Women,GOLD,Athlete,Mengtao XU,People's Republic of China,CN,CHN
Freestyle Skiing,beijing-2022,Women's Aerials,Women,BRONZE,Athlete,Megan NICK,United States of America,US,USA
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,SILVER,Athlete,Cassie SHARPE,Canada,CA,CAN
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,GOLD,Athlete,Ailing Eileen GU,People's Republic of China,CN,CHN
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,BRONZE,Athlete,Rachel KARKER,Canada,CA,CAN
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,SILVER,Athlete,Ailing Eileen GU,People's Republic of China,CN,CHN
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,GOLD,Athlete,Mathilde GREMAUD,Switzerland,CH,SUI
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,BRONZE,Athlete,Kelly SILDARU,Estonia,EE,EST
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,SILVER,Athlete,Nicholas GOEPPER,United States of America,US,USA
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,BRONZE,Athlete,Jesper TJADER,Sweden,SE,SWE
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,GOLD,Athlete,Alexander HALL,United States of America,US,USA
Short Track Speed Skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,Suzanne SCHULTING,Netherlands,NL,NED
Short Track Speed Skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,Kim BOUTIN,Canada,CA,CAN
Short Track Speed Skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,Arianna FONTANA,Italy,IT,ITA
Short Track Speed Skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,Steven DUBOIS,Canada,CA,CAN
Short Track Speed Skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,Shaoang LIU,Hungary,HU,HUN
Short Track Speed Skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,Konstantin IVLIEV,ROC,ROC,ROC
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,GOLD,GameTeam,,Canada,CA,CAN
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,SILVER,GameTeam,,Republic of Korea,KR,KOR
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,BRONZE,GameTeam,,Italy,IT,ITA
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,,People's Republic of China,CN,CHN
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,,Italy,IT,ITA
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,,Hungary,HU,HUN
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,Semen ELISTRATOV,ROC,ROC,ROC
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,Daeheon HWANG,Republic of Korea,KR,KOR
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,Steven DUBOIS,Canada,CA,CAN
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,Ziwei REN,People's Republic of China,CN,CHN
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,Wenlong LI,People's Republic of China,CN,CHN
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,Shaoang LIU,Hungary,HU,HUN
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,GOLD,GameTeam,,Netherlands,NL,NED
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,SILVER,GameTeam,,Republic of Korea,KR,KOR
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,BRONZE,GameTeam,,People's Republic of China,CN,CHN
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,Suzanne SCHULTING,Netherlands,NL,NED
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,Minjeong CHOI,Republic of Korea,KR,KOR
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,Hanne DESMET,Belgium,BE,BEL
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,Minjeong CHOI,Republic of Korea,KR,KOR
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,Suzanne SCHULTING,Netherlands,NL,NED
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,Arianna FONTANA,Italy,IT,ITA
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,SILVER,Athlete,Queralt CASTELLET,Spain,ES,ESP
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,Sena TOMITA,Japan,JP,JPN
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,GOLD,Athlete,Chloe KIM,United States of America,US,USA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,Nick BAUMGARTNER,United States of America,US,USA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,Lindsey JACOBELLIS,United States of America,US,USA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Omar VISINTIN,Italy,IT,ITA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Michela MOIOLI,Italy,IT,ITA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Eliot GRONDIN,Canada,CA,CAN
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Meryeta ODINE,Canada,CA,CAN
Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,Meryeta ODINE,Canada,CA,CAN
Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,Chloe TRESPEUCH,France,FR,FRA
Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,Lindsey JACOBELLIS,United States of America,US,USA
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,Tim MASTNAK,Slovenia,SI,SLO
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,Benjamin KARL,Austria,AT,AUT
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,Vic WILD,ROC,ROC,ROC
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,Kokomo MURASE,Japan,JP,JPN
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,Anna GASSER,Austria,AT,AUT
Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,Omar VISINTIN,Italy,IT,ITA
Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,Eliot GRONDIN,Canada,CA,CAN
Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,Alessandro HAEMMERLE,Austria,AT,AUT
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,Max PARROT,Canada,CA,CAN
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,Yiming SU,People's Republic of China,CN,CHN
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,Mark MCMORRIS,Canada,CA,CAN
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,Jan SCHERRER,Switzerland,CH,SUI
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,Ayumu HIRANO,Japan,JP,JPN
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,Scotty JAMES,Australia,AU,AUS
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,Tess COADY,Australia,AU,AUS
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,Julia MARINO,United States of America,US,USA
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,Daniela ULBING,Austria,AT,AUT
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,Ester LEDECKA,Czech Republic,CZ,CZE
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,Gloria KOTNIK,Slovenia,SI,SLO
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,Mons ROISLAND,Norway,NO,NOR
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,Yiming SU,People's Republic of China,CN,CHN
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,Max PARROT,Canada,CA,CAN
Ski Jumping,beijing-2022,Men's Team,Men,GOLD,GameTeam,,Austria,AT,AUT
Ski Jumping,beijing-2022,Men's Team,Men,SILVER,GameTeam,,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Men's Team,Men,BRONZE,GameTeam,,Germany,DE,GER
Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,Marius LINDVIK,Norway,NO,NOR
Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,Ryoyu KOBAYASHI,Japan,JP,JPN
Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,Karl GEIGER,Germany,DE,GER
Ski Jumping,beijing-2022,Mixed Team,Mixed,GOLD,GameTeam,,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Mixed Team,Mixed,SILVER,GameTeam,,ROC,ROC,ROC
Ski Jumping,beijing-2022,Mixed Team,Mixed,BRONZE,GameTeam,,Canada,CA,CAN
Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,Katharina ALTHAUS,Germany,DE,GER
Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,Ursa BOGATAJ,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,Nika KRIZNAR,Slovenia,SI,SLO
Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,Dawid KUBACKI,Poland,PL,POL
Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,Manuel FETTNER,Austria,AT,AUT
Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,Ryoyu KOBAYASHI,Japan,JP,JPN
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Mark KONDRATIUK,ROC,ROC,ROC
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,Kamila VALIEVA,ROC,ROC,ROC
Figure skating,beijing-2022,Team Event,Mixed,SILVER,GameTeam,,United States of America,US,USA
Figure skating,beijing-2022,Team Event,Mixed,BRONZE,GameTeam,,Japan,JP,JPN
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,Wenjing SUI,People's Republic of China,CN,CHN
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,Cong HAN,People's Republic of China,CN,CHN
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,Evgenia TARASOVA,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,Vladimir MOROZOV,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,Anastasia MISHINA,ROC,ROC,ROC
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,Aleksandr GALLIAMOV,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,Gabriella PAPADAKIS,France,FR,FRA
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,Guillaume CIZERON,France,FR,FRA
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Victoria SINITSINA,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,Nikita KATSALAPOV,ROC,ROC,ROC
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,Madison HUBBELL,United States of America,US,USA
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,Zachary DONOHUE,United States of America,US,USA
Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,Anna SHCHERBAKOVA,ROC,ROC,ROC
Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,Alexandra Trusova,ROC,ROC,ROC
Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,Kaori SAKAMOTO,Japan,JP,JPN
Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,Shoma UNO,Japan,JP,JPN
Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,Nathan CHEN,United States of America,US,USA
Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,Yuma KAGIYAMA,Japan,JP,JPN
Luge,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,,Germany,DE,GER
Luge,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,,Austria,AT,AUT
Luge,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,,Latvia,LV,LAT
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Tobias WENDL,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,Tobias ARLT,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Toni EGGERT,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,Sascha BENECKEN,Germany,DE,GER
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Thomas STEU,Austria,AT,AUT
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,Lorenz KOLLER,Austria,AT,AUT
Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,Wolfgang KINDL,Austria,AT,AUT
Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,Johannes LUDWIG,Germany,DE,GER
Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,Dominik FISCHNALLER,Italy,IT,ITA
Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,Anna BERREITER,Germany,DE,GER
Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,Tatyana IVANOVA,ROC,ROC,ROC
Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,Natalie GEISENBERGER,Germany,DE,GER
Ice Hockey,beijing-2022,Men,Men,GOLD,GameTeam,,Finland,FI,FIN
Ice Hockey,beijing-2022,Men,Men,SILVER,GameTeam,,ROC,ROC,ROC
Ice Hockey,beijing-2022,Men,Men,BRONZE,GameTeam,,Slovakia,SK,SVK
Ice Hockey,beijing-2022,Women,Women,GOLD,GameTeam,,Canada,CA,CAN
Ice Hockey,beijing-2022,Women,Women,SILVER,GameTeam,,United States of America,US,USA
Ice Hockey,beijing-2022,Women,Women,BRONZE,GameTeam,,Finland,FI,FIN
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,GOLD,Athlete,Quentin FILLON MAILLET,France,FR,FRA
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,SILVER,Athlete,Tarjei BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,BRONZE,Athlete,Eduard LATYPOV,ROC,ROC,ROC
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,GOLD,GameTeam,,Norway,NO,NOR
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,SILVER,GameTeam,,France,FR,FRA
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,BRONZE,GameTeam,,ROC,ROC,ROC
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,SILVER,Athlete,Tiril ECKHOFF,Norway,NO,NOR
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,GOLD,Athlete,Justine BRAISAZ,France,FR,FRA
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,BRONZE,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Biathlon,beijing-2022,Women's 10km Pursuit,Women,SILVER,Athlete,Elvira OEBERG,Sweden,SE,SWE
Biathlon,beijing-2022,Women's 10km Pursuit,Women,BRONZE,Athlete,Tiril ECKHOFF,Norway,NO,NOR
Biathlon,beijing-2022,Women's 10km Pursuit,Women,GOLD,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Biathlon,beijing-2022,Men's 10km Sprint,Men,SILVER,Athlete,Quentin FILLON MAILLET,France,FR,FRA
Biathlon,beijing-2022,Men's 10km Sprint,Men,GOLD,Athlete,Johannes Thingnes BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 10km Sprint,Men,BRONZE,Athlete,Tarjei BOE,Norway,NO,NOR
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,SILVER,Athlete,Elvira OEBERG,Sweden,SE,SWE
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,GOLD,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Biathlon,beijing-2022,Women's 7.5km Sprint,Women,BRONZE,Athlete,Dorothea WIERER,Italy,IT,ITA
Biathlon,beijing-2022,Women's 4x6km Relay,Women,GOLD,GameTeam,,Sweden,SE,SWE
Biathlon,beijing-2022,Women's 4x6km Relay,Women,SILVER,GameTeam,,ROC,ROC,ROC
Biathlon,beijing-2022,Women's 4x6km Relay,Women,BRONZE,GameTeam,,Germany,DE,GER
Biathlon,beijing-2022,Men's 15km Mass Start,Men,SILVER,Athlete,Martin PONSILUOMA,Sweden,SE,SWE
Biathlon,beijing-2022,Men's 15km Mass Start,Men,BRONZE,Athlete,Vetle Sjaastad CHRISTIANSEN,Norway,NO,NOR
Biathlon,beijing-2022,Men's 15km Mass Start,Men,GOLD,Athlete,Johannes Thingnes BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 20km Individual,Men,BRONZE,Athlete,Johannes Thingnes BOE,Norway,NO,NOR
Biathlon,beijing-2022,Men's 20km Individual,Men,SILVER,Athlete,Anton SMOLSKI,Belarus,BY,BLR
Biathlon,beijing-2022,Men's 20km Individual,Men,GOLD,Athlete,Quentin FILLON MAILLET,France,FR,FRA
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,GOLD,GameTeam,,Norway,NO,NOR
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,SILVER,GameTeam,,France,FR,FRA
Biathlon,beijing-2022,Men's 4x7.5km Relay,Men,BRONZE,GameTeam,,ROC,ROC,ROC
Biathlon,beijing-2022,Women's 15km Individual,Women,GOLD,Athlete,Denise HERRMANN,Germany,DE,GER
Biathlon,beijing-2022,Women's 15km Individual,Women,SILVER,Athlete,Anais CHEVALIER,France,FR,FRA
Biathlon,beijing-2022,Women's 15km Individual,Women,BRONZE,Athlete,Marte Olsbu ROEISELAND,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Slalom,Men,GOLD,Athlete,Clement NOEL,France,FR,FRA
Alpine Skiing,beijing-2022,Men's Slalom,Men,SILVER,Athlete,Johannes STROLZ,Austria,AT,AUT
Alpine Skiing,beijing-2022,Men's Slalom,Men,BRONZE,Athlete,Sebastian FOSS-SOLEVAAG,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Downhill,Men,GOLD,Athlete,Beat FEUZ,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Men's Downhill,Men,SILVER,Athlete,Johan CLAREY,France,FR,FRA
Alpine Skiing,beijing-2022,Men's Downhill,Men,BRONZE,Athlete,Matthias MAYER,Austria,AT,AUT
Alpine Skiing,beijing-2022,Women's Super-G,Women,SILVER,Athlete,Mirjam PUCHNER,Austria,AT,AUT
Alpine Skiing,beijing-2022,Women's Super-G,Women,BRONZE,Athlete,Michelle GISIN,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Super-G,Women,GOLD,Athlete,Lara GUT - BEHRAMI,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Men's Super-G,Men,GOLD,Athlete,Matthias MAYER,Austria,AT,AUT
Alpine Skiing,beijing-2022,Men's Super-G,Men,BRONZE,Athlete,Aleksander Aamodt KILDE,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Super-G,Men,SILVER,Athlete,Ryan COCHRAN-SIEGLE,United States of America,US,USA
Alpine Skiing,beijing-2022,Women's Downhill,Women,GOLD,Athlete,Corinne SUTER,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Downhill,Women,SILVER,Athlete,Sofia GOGGIA,Italy,IT,ITA
Alpine Skiing,beijing-2022,Women's Downhill,Women,BRONZE,Athlete,Nadia DELAGO,Italy,IT,ITA
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,GOLD,GameTeam,,Austria,AT,AUT
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,SILVER,GameTeam,,Germany,DE,GER
Alpine Skiing,beijing-2022,Mixed Team Parallel,Mixed,BRONZE,GameTeam,,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,BRONZE,Athlete,James CRAWFORD,Canada,CA,CAN
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,GOLD,Athlete,Johannes STROLZ,Austria,AT,AUT
Alpine Skiing,beijing-2022,Men's Alpine Combined,Men,SILVER,Athlete,Aleksander Aamodt KILDE,Norway,NO,NOR
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,BRONZE,Athlete,Mathieu FAIVRE,France,FR,FRA
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,SILVER,Athlete,Zan KRANJEC,Slovenia,SI,SLO
Alpine Skiing,beijing-2022,Men's Giant Slalom,Men,GOLD,Athlete,Marco ODERMATT,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,SILVER,Athlete,Federica BRIGNONE,Italy,IT,ITA
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,BRONZE,Athlete,Lara GUT - BEHRAMI,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Giant Slalom,Women,GOLD,Athlete,Sara HECTOR,Sweden,SE,SWE
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,BRONZE,Athlete,Federica BRIGNONE,Italy,IT,ITA
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,SILVER,Athlete,Wendy HOLDENER,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Alpine Combined,Women,GOLD,Athlete,Michelle GISIN,Switzerland,CH,SUI
Alpine Skiing,beijing-2022,Women's Slalom,Women,GOLD,Athlete,Petra VLHOVA,Slovakia,SK,SVK
